code,name,type
MKTG20009,Global Marketing,Requisites apply | Subject
EDUC91038,Inquiry and Literacy in Science,Requisites apply | Subject
EDUC91128,Learning Area Drama A2,Requisites apply | Subject
COMP90089,Machine Learning Applications for Health,Requisites apply | Subject
FLTV20005,Making Movies 2,Requisites apply | Subject
ERTH40010,Earth Sciences Research Project Pt2,Requisites apply | Subject
EDUC91269,Learning Area Commerce (SI) 3,Requisites apply | Subject
ABPL90017,Urban Design Theory,Requisites apply | Subject
AGRI10048,Plant Production Systems,Subject
AHIS90005,History and Philosophy of Museums,Requisites apply | Subject
AUDI90062,Advanced Solutions in Hearing Care,Requisites apply | Subject
ABPL90056,Urban Transport Politics,Subject
MKTG90025,Marketing for Entrepreneurs,Subject
DPSS90006,Creative Collaboration (Stage),Subject
HIST20059,"Slavery & Freedom: US History, 1763-1945",Subject
AGRI40017,Agric.Science Research Project Part 1,Subject
MUSI90256,Side-by-side Project 1,Subject
BUSA90458,Managerial Judgement,Quotas apply | Requisites apply | Subject
ENEN30002,Intro to Sustainable Water Management,Requisites apply | Subject
BIOL40009,BioSciences Honours Research Project Pt2,Requisites apply | Subject
GERM30001,German Cultural Studies B,Requisites apply | Subject
PSYT90014,Transcultural Mental Health,Subject
PADM90014,Leading Healthcare Change for Impact,Requisites apply | Subject
FNCE90005,Advanced Derivative Securities,Requisites apply | Subject
MUSI90234,Core Skills in Opera 3,Requisites apply | Subject
MAST10006,Calculus 2,Requisites apply | Subject
PROP10002,Introduction to Property,Subject
CHEM20011,Environmental Chemistry,Requisites apply | Subject
SCWK90059,Engaging with Families,Subject
ATOC90018,Climate Science Industry Project,Requisites apply | Subject
LAWS90319,"Consent, Sex and the Law",Quotas apply | Subject
ANSC30005,Animal Welfare and Ethics,Requisites apply | Subject
ECON90055,Computational Economics,Requisites apply | Subject
BIOL90001,Microscopy for Biological Sciences,Subject
EDUC91268,Learning Area Chemistry (SI) 3,Requisites apply | Subject
HIST30010,Hitler's Germany and Fascism,Subject
LAWS50045,Institutions in International Law,Quotas apply | Requisites apply | Subject
PHYC10006,Physics 2: Life Sciences & Environment,Requisites apply | Subject
MGMT90203,Foundations in Quantitative Methods,Requisites apply | Subject
MAST90100,Probability & Inference in Biostatistics,Subject
EURO30008,Wines of the World,Quotas apply | Subject
MUSI40110,Honours Music Studies 1,Subject
FLTV30030,Screenwriting Practices 3B,Requisites apply | Subject
INDO30011,Indonesian 5,Requisites apply | Subject
ECON30007,Economics of Food Markets,Requisites apply | Subject
TRAN90026,Community Interpreting,Requisites apply | Subject
DNCE20036,Dance Lab 4: Composing while Dancing,Requisites apply | Subject
AGRI10053,Agriculture Discovery,Requisites apply | Subject
DENT90014,Research Proposal 2,Subject
ABPL90307,MSD Vocational Placement,Requisites apply | Subject
FREN30012,The Rise of the Novel,Requisites apply | Subject
HPSC20009,Sociology and Philosophy of AI,Subject
PSYT90096,Foundations of Youth Mental Health,Subject
PHIL10002,Philosophy: The Big Questions,Subject
LAWS70242,Internat.Issues in Intellectual Property,Quotas apply | Requisites apply | Subject
ABPL90038,International Property Development A,Quotas apply | Requisites apply | Overseas | Subject
MKTG90009,Advertising and Communications Strategy,Subject
ACCT90017,Ph.D.- Accounting Thesis Workshop,Requisites apply | Subject
PSYC90115,Professional Psychology Placement 1,Requisites apply | Subject
LING40001,Directed Reading Project,Requisites apply | Subject
POPH90295,Designing Analytics Investigations,Requisites apply | Subject
MAST90067,Advanced Methods: Transforms,Requisites apply | Subject
POLS40024,Key Debates in Political Science 1,Requisites apply | Subject
GEOG10003,Global Youth,Subject
GDES30002,Branding,Subject
VETS90032,Veterinary Industry Project,Subject
EDUC91164,Learning Area History 3,Requisites apply | Subject
CHEN90020,Chemical Engineering Management,Requisites apply | Subject
GEOL90005,Hydrogeology/Environmental Geochemistry,Requisites apply | Subject
MEDI90126,Ultrasound Critical Care Procedures,Requisites apply | Subject
ECON40009,Positive Political Economics,Requisites apply | Subject
ABPL90442,International Development Infrastructure,Quotas apply | Requisites apply | Subject
LAWS90316,Global Corporations & International Law,Quotas apply | Requisites apply | Subject
DENT90091,Oral Medicine 2,Requisites apply | Subject
VETS30014,Veterinary Bioscience: Cardiovasc System,Requisites apply | Subject
MGMT90175,Innovation and Enterprise Project,Requisites apply | Subject
EDUC91080,Mathematics Education: Primary 1,Subject
BOTA90005,Flora of Victoria,Subject
GENP90021,Preventive Health Care,Requisites apply | Subject
ELEN90026,Introduction to Optimisation,Requisites apply | Subject
LAWS90304,Constitutional Design and Democracy,Quotas apply | Subject
LAWS70447,Executive Power,Quotas apply | Requisites apply | Subject
JOUR90024,Advanced Audio: Podcasting,Requisites apply | Subject
ENEN90014,Sustainable Buildings,Subject
CCDP10002,The Electronic Arts: Vision and Sound,Subject
EDUC91286,Learning Area Physics (SI) 3,Requisites apply | Subject
MKTG20007,Entrepreneurship and Product Innovation,Requisites apply | Subject
LAWS50080,Deals In Asia Pacific,Quotas apply | Requisites apply | Subject
POPH90230,Planetary and Global Health,Subject
LAWS90213,Commercial Data Law,Quotas apply | Requisites apply | Subject
EDUC91318,Foundations: Data & Science of Learning,Requisites apply | Subject
MECM90003,"Mobility, Culture and Communication",Subject
EDUC90828,Clinical Teaching and Learning,Subject
MGMT90277,Supply Chain Intelligence,Subject
LAWS90011,Comparative Constitutional Law,Quotas apply | Subject
PUBL90016,International Publishing Project,Quotas apply | Requisites apply | Overseas | Subject
PSYC90104,"Thinking, Judgement and Decision Making",Subject
AUDI90031,Speech Disorders Across the Lifespan,Requisites apply | Subject
EDUC30067,Youth and Popular Culture,Subject
DENT90019,Minor Thesis 1,Subject
ACCT90034,Current Issues in Accounting,Requisites apply | Subject
ACCT30001,Analysis of Firms & Financial Statements,Requisites apply | Subject
CRIM90017,"Violence, Trauma and Reconciliation",Subject
SCRN40002,"Screen Theory, Style & Spectators",Subject
FNCE90002,Foundations of Finance,Requisites apply | Subject
EDUC91295,Foundations: English Teaching (SI),Subject
COMP90044,Research Methods,Subject
CHIN90002,Honours Chinese B,Requisites apply | Subject
WELF90004,Principles of Counselling 1,Subject
MCEN80001,PhD Research,Subject
JAPN90002,Graduate Japanese A,Requisites apply | Subject
PSYC90023,Child Psychopathology,Requisites apply | Subject
SCIE20004,"Collaborative Animal, Human and Eco-Hlth",Subject
EDUC91273,Learning Area English (SI) 3,Requisites apply | Subject
MECM90002,Global Data Policy & Governance,Subject
OPTO90015,Management of Neuro-ophthalmic Disorders,Requisites apply | Subject
BUSA90246,Marketing,Quotas apply | Requisites apply | Subject
PSYC40010,Research Project,Requisites apply | Subject
MUSI90235,Practice-Led Music Research Methods,Subject
ENST10005,Exploring Science and Environment,Subject
EDUC90997,Learning Area A2,Requisites apply | Subject
LING90028,Discourse and Interaction,Requisites apply | Subject
FLTV20019,Writing Animation,Requisites apply | Subject
PHYC40011,Physics Research Project Pt1,Requisites apply | Subject
EDUC10050,Understanding Knowing and Learning,Subject
LAWS50026,Obligations,Requisites apply | Subject
POLS30038,Decoding Democracy,Requisites apply | Subject
MEDI90046,3-D Echocardiography & New Technologies,Requisites apply | Subject
DEVT90003,The Political Ecology of Development,Requisites apply | Subject
EDUC91050,"Children, Childhood and Families",Subject
CULS10005,"Culture, Identity and Everyday Life",Subject
ABPL90440,Travelling Studio (Philippines),Quotas apply | Requisites apply | Subject
EURO30005,Europe and its Others,Subject
ENGL40003,Medieval Passions,Subject
POPH90144,Regression Methods in Health Research,Requisites apply | Subject
EDUC91233,Learning Area Science (SI) 1,Subject
MEDS90044,MD Discovery 4: Research Scholar,Requisites apply | Subject
CHEN90027,Future Fuels and Petroleum,Requisites apply | Subject
ATOC90002,Climate Science for Decision-Making,Subject
BUSA90523,Managing Diversity in the Workplace,Quotas apply | Requisites apply | Subject
ENGR10006,Engineering Modelling and Design,Requisites apply | Subject
MUSI90249,Graduate Chamber Music 1,Requisites apply | Subject
HPSC20015,Astronomy in World History,Subject
MUSI30183,String Ensemble 1,Requisites apply | Subject
MECM90024,Strategic Content Creation,Requisites apply | Subject
PSYC90042,Child Neuropsychological Disorders,Requisites apply | Subject
ECOM90018,Advanced Studies in Econometrics 1,Requisites apply | Subject
MKTG90004,Marketing Management,Subject
ECOM30002,Econometrics 2,Requisites apply | Subject
ECON90037,Positive Political Economics,Requisites apply | Subject
ABPL90362,Research Thesis - Property,Requisites apply | Subject
GEOL90023,Practical Earth Science B,Requisites apply | Subject
CHEM30017,Specialised Topics in Chemistry A,Requisites apply | Subject
AHIS70001,Shorter Thesis - Art History,Subject
MUSI30186,Symphonic Ensembles 2,Requisites apply | Subject
MEDS90037,Transition to Practice A,Requisites apply | Subject
MUSI40092,Music Management and Enterprise,Subject
MGMT30011,Managing Supply Chain Networks,Subject
ECOM90005,Advanced Econometric Techniques,Requisites apply | Subject
ABPL90323,Construction Scheduling,Requisites apply | Subject
LAWS70060,Patent Practice,Quotas apply | Requisites apply | Subject
EDUC91226,Learning Area Media Studies (SI) 1,Subject
PHIL40013,Free Speech & Hate Speech,Requisites apply | Subject
MUSI30228,Individual Performance Studies 6,Requisites apply | Subject
MGMT90201,Entrepreneurial Practice,Subject
ACCT90031,Sustainability Reporting & Management,Subject
GERM90003,Graduate German A,Requisites apply | Subject
CULS30006,Global Cultures,Subject
ENGL80001,PhD Research,Subject
ASIA40004,Asian Studies Thesis Part 1,Requisites apply | Subject
EDUC91363,Foundations: Educational Leadership,Subject
DPSS10008,Artefact and Performance 1,Subject
NURS90156,Human Pathophysiology,Requisites apply | Subject
GEOG90024,Coastal Landforms and Management,Subject
ELEN90086,Advanced Topics in Nano-Optics,Requisites apply | Subject
DENT90139,Structure and Function in Dentistry PT1,Subject
ANCW40012,The Roman Way of Life,Subject
ENGR30002,Fluid Mechanics,Requisites apply | Subject
ANSC40002,Animal Sci & Mgt Research Project Part 2,Subject
LAWS70454,Human Rights: From Morality to Law,Quotas apply | Requisites apply | Subject
JOUR90023,International Business Journalism,Requisites apply | Subject
MUSI20080,Early Voices 1,Requisites apply | Subject
LAWS90003,Regulation of Biotechnology,Subject
DENT90023,Adv Clinical Practice in Specialty 1,Subject
CHEM90036,Chemistry Research Project Pt 4,Subject
AGRI10049,Animal Production Systems,Subject
EDUC91082,Learning In and Through Primary Arts,Subject
SWEN90018,Masters Advanced Software Project Part 2,Requisites apply | Subject
AHIS40023,Art History Thesis Part 1,Requisites apply | Subject
CWRI30006,Poetry and Poetics of Writing Back,Subject
MGMT90176,People and Capability,Requisites apply | Subject
NURS90067,Health Assessment for Advanced Practice1,Requisites apply | Subject
MUSI20202,Performance 4,Requisites apply | Subject
PHYC90048,Physics Research Project Pt 1,Subject
ANSC90005,Behaviour of Farm & Companion Animals,Subject
ASIA90008,Asia and the World,Requisites apply | Subject
POPH90020,Health Promotion,Subject
MGMT20012,Business Case Analysis,Quotas apply | Requisites apply | Subject
LAWS70169,International Trade and Development,Quotas apply | Requisites apply | Subject
LAWS90136,Criminal Institutions,Quotas apply | Requisites apply | Subject
FNCE90092,Laboratory Rotation 1 (Overseas),Requisites apply | Subject
ARBC10005,Arabic 1,Requisites apply | Subject
INDO30007,Indonesian 6,Requisites apply | Subject
EDUC91236,Learning Area Visual Arts & Des (SI) B1,Requisites apply | Subject
AGRI10039,Australia in the Wine World,Quotas apply | Requisites apply | Subject
HIST20090,"Gender in History, 1800 to the Present",Subject
SCRN90002,Film Production: From Script to Screen,Requisites apply | Subject
EVSC20004,Blue Planet - Intro to Marine Biology,Requisites apply | Subject
LAWS10008,"Science, Technology and the Law",Subject
LAWS10009,"AI, Ethics and the Law",Subject
EDUC91321,Foundations: Policy and Social Change,Requisites apply | Subject
LAWS20014,Intellectual Property Law,Subject
LAWS20008,Legal Language,Subject
ECON30022,Experimental Economics,Requisites apply | Subject
ECON10005,Quantitative Methods 1,Requisites apply | Subject
EDUC91076,Leadership in Diverse Contexts,Subject
LAWS70121,International Commercial Arbitration,Quotas apply | Subject
MGMT90202,Foundations in Qualitative Methods,Requisites apply | Subject
GENE90025,Clinical Genome Variant Analysis 2,Requisites apply | Subject
ENGM90015,Management and Leadership for Engineers,Subject
GEOG90012,Geography Research Project,Subject
ABPL90324,Materials and Structures,Subject
VETS90127,Animal Production Systems: Intensive,Requisites apply | Subject
CLAS30009,Latin 6,Requisites apply | Subject
ERTH20001,Dangerous Earth,Subject
ANSC20003,Topics in Animal Health,Subject
OPTO30007,Visual Neuroscience,Requisites apply | Subject
EDUC91261,Learning Area Science (SI) 2,Requisites apply | Subject
MAST90079,AMSI Summer School,Requisites apply | Subject
LAWS70458,Mental Health and Disability Law,Quotas apply | Subject
AHIS10001,Art History: Theory and Controversy,Subject
ACCT90007,Assurance Practices,Requisites apply | Subject
POLS20025,International Relations: Key Concepts,Subject
COMP10001,Foundations of Computing,Subject
POPH90205,Social Determinants of Health Inequality,Subject
MGMT90184,"Science, Technology & Innovation Policy",Subject
SOCI30016,Social Sustainability,Requisites apply | Subject
FLTV10016,Animation Studio 1A,Subject
SWEN90014,Masters Software Engineering Project,Requisites apply | Subject
BUSA90482,General Management 1,Subject
KORE40005,Topics in Korean Studies,Requisites apply | Subject
GENE20004,Applications of Genetics and Genomics,Requisites apply | Subject
ECON90012,Microeconomics II,Requisites apply | Subject
DRAM10026,Inside look at MTC,Subject
BUSA90498,Leading in Transformational Times,Quotas apply | Requisites apply | Subject
EDUC90862,Evidence-based Practice,Subject
HPSC30037,Copernicus to Darwin: A Cultural History,Subject
BUSA90527,Digital Product Management,Quotas apply | Requisites apply | Subject
CHIN20022,Advanced Seminar in Chinese,Requisites apply | Subject
PHIL20041,Phenomenology and Existentialism,Subject
EDUC91343,Education for Social Change,Requisites apply | Subject
SCRN40019,Screen & Cultural Research Seminar,Requisites apply | Subject
DEVT90083,International Management and Leadership,Subject
LAWS90216,Cryptoassets in Global Context,Quotas apply | Subject
EDUC91333,Paradigms and Methods of Policy,Requisites apply | Subject
GEOG30007,China Field Class,Quotas apply | Requisites apply | Subject
ANSC20001,Animal Physiology and Growth,Requisites apply | Subject
LAWS90008,Law and Indigenous Peoples,Quotas apply | Requisites apply | Subject
CRIM40009,Criminology Thesis Part 2,Requisites apply | Subject
SCWK90046,Thesis(PT),Subject
MEDI90117,Lung Sternum and Deep Venous Thrombosis,Requisites apply | Subject
ABPL90273,Urban Design Studio B,Requisites apply | Subject
GEOG90018,Contemporary Geographical Thought,Subject
POPH90189,Health Program Design & Implementation,Requisites apply | Subject
TRAN90024,Teaching Translation and Interpreting,Subject
MKTG30008,Neuromarketing,Requisites apply | Subject
ECON40019,Economics Research Essay Part 2,Requisites apply | Subject
MGMT90038,Global Corporate Governance,Subject
PSYC90078,Clinical Placement 3,Requisites apply | Subject
LAWS90283,"Statelessness, Citizenship, and Identity",Quotas apply | Subject
POLS90060,Sex and Power in Global Politics,Subject
EDUC91308,Learning Area English Additional (SI) 1,Requisites apply | Subject
TRAN90010,Translation Internship,Requisites apply | Workplace component | Subject
AUDI90028,Swallowing and Voice,Requisites apply | Subject
FRST90078,Conserving and Managing Native Forests,Subject
ECON90076,Empirical Methods for Business,Subject
PHTY90103,Lifespan and Chronic Disease Practice,Requisites apply | Subject
MUSI90223,Optimal Performance Under Pressure,Requisites apply | Subject
CLAS10021,Ancient Greek 4,Requisites apply | Subject
FINA10032,Critical and Theoretical Studies 2,Requisites apply | Subject
EDUC91087,Literacy Assessment and Learning,Requisites apply | Subject
ACTL30004,Actuarial Statistics,Requisites apply | Subject
GDES30006,Word as Image in Space and Time,Requisites apply | Subject
FINA20029,Critical and Theoretical Studies 3,Requisites apply | Subject
LAWS90157,Esports and the Law,Quotas apply | Subject
BUSA90562,Statistical Learning Foundations,Subject
BUSA90567,Decision Making for Analytics,Requisites apply | Subject
GEOG20017,Spatial Analysis in Geography,Subject
MKTG90044,Digital Marketing Analytics,Requisites apply | Subject
CHEN20012,Fundamentals of Chemical Engineering,Requisites apply | Subject
PSYC90103,Psychology of Advertising,Requisites apply | Subject
ABPL90078,Contemporary Landscape Theory,Requisites apply | Subject
SOCI40006,Sociology Thesis Part 1,Requisites apply | Subject
LAWS70371,Principles of Employment Law,Quotas apply | Requisites apply | Subject
COMP90071,Computer Science Research Project Pt3,Requisites apply | Subject
FLTV90040,Production Collaboration 2 Part 2,Requisites apply | Subject
POLS30035,Policy Design: From Theory to Practice,Requisites apply | Subject
ACCT40007,Behavioural Accounting Research,Requisites apply | Subject
FREN20007,Immigration and Identity,Requisites apply | Subject
RADI90022,Diagnostic Radiology Minor Thesis 1,Subject
MECM90039,Understanding Media & Communications,Requisites apply | Subject
MUSI30004,Music and Film since 1900,Subject
ANCW40016,Ancient World Studies Thesis Part 1,Requisites apply | Subject
EDUC91242,Learning Area Drama (SI) A2,Requisites apply | Subject
ABPL90020,Measured Drawings & Digital Heritage,Quotas apply | Requisites apply | Subject
UNIB10023,The Making of Melbourne,Subject
INDO30020,Indonesia in the World,Requisites apply | Subject
MUSI30184,String Ensemble 2,Requisites apply | Subject
MGMT90012,Managing Diversity,Subject
ABPL90320,Building Resilient Settlements,Quotas apply | Subject
LAWS90244,Japanese Law,Quotas apply | Requisites apply | Subject
BUSA90563,Programming for Analytics,Subject
ENEN20002,Earth Processes for Engineering,Requisites apply | Subject
EURO20007,A Taste of Europe: Melbourne Intensive,Subject
CWRI90024,Writing Australia,Subject
EDUC91101,Learning Area English 1,Subject
PHIL30043,The Power and Limits of Logic,Subject
FLTV10024,Making Micro Documentaries,Subject
LAWS70217,Fundamentals of the Common Law,Quotas apply | Requisites apply | Subject
GENE30002,Genes: Organisation and Function,Requisites apply | Subject
ARBC90002,Graduate Arabic B,Requisites apply | Subject
LAWS90169,Blockchain and Cryptocurrency Law,Quotas apply | Subject
LING90033,Linguistics for Speech Pathology,Requisites apply | Subject
ABPL90107,Landscape Studio 1: Design Techniques,Requisites apply | Subject
PHTY90117,Integrated Professional Practice A,Requisites apply | Subject
THTR90020,Writing for Performance 2 (Collab),Subject
LAWS70460,"Regulatory Design,Compliance&Enforcement",Quotas apply | Requisites apply | Subject
POLS90016,International Organisations,Subject
ACTL30002,Actuarial Modelling II,Requisites apply | Subject
PSYC20009,Personality and Social Psychology,Subject
BUSA90574,Supply Chain Analytics Project,Requisites apply | Subject
INFO30009,Game Design,Requisites apply | Subject
MUSI10204,Applied Aural Musicianship 1,Subject
BUSA90537,Coding for Business Problems,Requisites apply | Subject
MULT10013,Sustainability in Developing Communities,Subject
NURS90147,Haematopoietic Transplant Nursing,Subject
NURS90068,Health Assessment for Adv. Practice 2,Requisites apply | Subject
MULT10020,The Art and Science of Meditation,Subject
PHYC90055,Physics Research Project Part 4 (Cont.),Subject
MCEN90038,Dynamics,Requisites apply | Subject
ECON40004,Long-Run Economic Change,Requisites apply | Subject
LAWS70081,Capital Gains Tax: Problems in Practice,Quotas apply | Requisites apply | Subject
ANCW10009,Akkadian 2,Requisites apply | Subject
SPAN30012,"Rock, Pop & Resistance",Requisites apply | Subject
IBUS30003,Work and Conflict in the Global Economy,Requisites apply | Subject
GEOL20001,Geology of Southeast Australia,Quotas apply | Subject
WELF90005,Principles of Counselling 2,Requisites apply | Subject
PADM90008,Using Evidence,Requisites apply | Subject
LAWS50067,European Civil Law,Quotas apply | Requisites apply | Subject
MUSI40104,Dissertation Part 1,Requisites apply | Subject
ABPL90149,Contemporary Digital Practice,Requisites apply | Subject
ENGR90032,Energy Supply and Value Chains,Requisites apply | Subject
DRAM40003,Theatre Major Project,Requisites apply | Subject
MCEN90046,Vibrations and Aeroelasticity,Requisites apply | Subject
CONS30001,Building Information Modelling,Requisites apply | Subject
MGMT20009,Managing Employee Relations,Subject
SOTH40001,Emotions in Society,Subject
LAWS90277,Designing Effective Legislation,Quotas apply | Subject
MUSI30269,Music in Australia,Subject
PHTY40014,Physiotherapy Science Research Project 2,Requisites apply | Subject
CVEN90044,Engineering Site Characterisation,Requisites apply | Subject
MUSI30278,Big Band 2 (Breadth),Requisites apply | Subject
FNCE30009,Ethics in Finance,Requisites apply | Subject
HIST30051,Venice and Cultures of Consumption,Requisites apply | Overseas | Subject
UNIB10007,Introduction to Climate Change,Subject
GEOL90044,Ore Deposit Models,Subject
ECON30017,"Organisations, Economics and Incentives",Requisites apply | Subject
SPAN30023,Spanish and Latin American Cinema,Requisites apply | Subject
MGMT90279,Supply Chain Technologies,Subject
NEUR30003,Principles of Neuroscience,Requisites apply | Subject
CWRI40015,Creative Writing Thesis Part 1,Requisites apply | Subject
CVEN90067,Port Structural Design,Subject
CRIM30015,Terrorism: Shifting Paradigms,Subject
ANCW20003,Egypt Under the Pharaohs,Subject
ERTH90028,"Urban Soils, Substrates and Water",Subject
ABPL90425,Informal Settlement,Requisites apply | Subject
EDUC91046,"Wellbeing Design, Delivery & Evaluation",Requisites apply | Subject
ZOOL20004,Australian Wildlife Biology,Subject
PHIL20040,Greek Philosophy,Subject
NURS90157,Transition to Nursing Practice,Requisites apply | Subject
ARTS90014,Researching Politics and Policy,Subject
ARBC10001,Arabic 3,Requisites apply | Subject
LAWS70025,Equality and Discrimination at Work,Quotas apply | Requisites apply | Subject
ISYS90034,B2B Electronic Commerce,Requisites apply | Subject
ECON90028,Economic Design,Requisites apply | Subject
VETS90150,"Wildlife, Aquaculture, Exotics and Pigs",Requisites apply | Subject
FRST90022,Ecosystem Processes of Water and Soil,Subject
ABPL90316,The Shaping of Urban Design,Subject
ABPL90337,Managing Urban Landscapes,Requisites apply | Subject
ECON90005,Industrial Organisation,Requisites apply | Subject
SOCI90023,Project-based Policy Analysis,Requisites apply | Subject
VETS20019,Frontiers in Veterinary Science,Requisites apply | Subject
ANSC30008,Production Animal Physiology,Requisites apply | Subject
ASIA90017,Contemporary China,Subject
PHTY90107,Leadership and Management,Subject
MUSI20099,Piano Duo and Duet 1,Requisites apply | Subject
ANCW40003,Archaeology of Complex Societies,Subject
DRAM20030,Performance Practice 2,Requisites apply | Subject
CHEM90062,Chemistry Research Project Pt 5,Subject
FNCE90045,Financial Spreadsheeting,Requisites apply | Subject
NURS90072,Advanced Nursing Practice in Context,Requisites apply | Subject
ASIA90015,Conflict and Terrorism in Southeast Asia,Subject
MUSI20230,ANAM-MCM Ensembles 4,Requisites apply | Subject
MULT20008,Australian Indigenous Politics,Subject
ABPL30063,AA Visiting School Undergraduate,Quotas apply | Subject
BUSA90227,Operations,Quotas apply | Requisites apply | Subject
ABPL90146,Architectural Conservation in Asia,Requisites apply | Subject
BOTA20001,Green Planet: Plants and the Environment,Requisites apply | Subject
GDES30004,Design Visualisation: Analogue,Quotas apply | Requisites apply | Subject
LAWS90313,Private Equity - Law and Practice,Quotas apply | Subject
CHIN20003,Chinese 5,Requisites apply | Subject
PSYC90029,Graduate Research Methods,Requisites apply | Subject
SCRN40018,Screen & Cultural Studies Thesis Part 2,Requisites apply | Subject
MUSI20224,Music and Gender,Subject
ECON20004,Environmental Economics and Policy,Requisites apply | Subject
KORE20006,Korean 6,Requisites apply | Subject
LAWS90227,Human Rights and the Digital State,Quotas apply | Requisites apply | Subject
EDUC90218,Ed Psych Practicum 2,Requisites apply | Subject
CRIM90018,Making Sense of Crime and Justice,Requisites apply | Subject
EDUC91043,Systems Informed Approaches to Change,Requisites apply | Subject
MECM90016,Digital Politics,Subject
AMGT90017,Marketing the Arts,Subject
MKTG90008,Consumers and Consumption,Subject
ISYS90117,Managing Business Analytics,Requisites apply | Subject
ITAL40001,Italian Honours Language Seminar 1,Subject
ITAL30001,Italian 9,Requisites apply | Subject
PAED90007,Professional Practice in Context,Subject
LAWS70335,Contract Interpretation,Quotas apply | Requisites apply | Subject
FREN20017,French 4,Requisites apply | Subject
ELEN90008,Signalling and Network Management,Requisites apply | Subject
FLTV90037,Production Collaboration 2 Part 1,Requisites apply | Subject
BUSA90322,Special Topics in Management,Quotas apply | Subject
SCIE90033,Research Project in Comp Biol Pt2(cont.),Requisites apply | Subject
NURS90097,Paediatric Nursing Practice,Requisites apply | Subject
BIOM20002,Human Structure and Function,Requisites apply | Subject
HIST30060,Making History,Requisites apply | Subject
PHRM30002,Drugs Affecting the Nervous System,Requisites apply | Subject
DPSS90010,Industry Practice Part 1,Requisites apply | Overseas | Subject
EDUC91270,Learning Area Drama (SI) A3,Requisites apply | Subject
ARCH30004,Environmental Design in Housing,Requisites apply | Subject
LAWS70353,Comparative International Tax,Quotas apply | Subject
MCEN90020,Advanced Alloys and Polymers,Requisites apply | Subject
EDUC91065,Engaging and Assessing Learners (ECP) 2,Requisites apply | Subject
AGRI90093,Agricultural Extension,Subject
LAWS50059,Legal Internship,Requisites apply | Subject
LAWS50024,Principles of Public Law,Requisites apply | Subject
SOCI10001,Understanding Society,Subject
EDUC91083,Language and Literacy: Years 3 to 6,Requisites apply | Subject
MGMT90267,Artificial Intelligence in Organisations,Subject
POLS90045,Governing Money and Finance,Subject
MEDI90111,Advanced Toxicology and Terror,Subject
MGMT90265,Managing Teams,Subject
ERTH90061,Earth Science Research Project 25,Requisites apply | Subject
COMP90092,Digital Innovation Project - Part 1,Requisites apply | Subject
ANSC30002,Animal Disease Biotechnology 2,Requisites apply | Subject
MGMT90293,Management & Marketing Applied Research,Requisites apply | Subject
MUSI10197,Individual Performance Studies 2,Requisites apply | Subject
MCEN90045,Aerospace Dynamics and Control,Requisites apply | Subject
LAWS50126,Sustainability Business Clinic,Quotas apply | Requisites apply | Subject
ABPL90289,Architectural Cultures 2:After Modernism,Requisites apply | Subject
AGRI10046,Foundations of Agricultural Sciences 2,Requisites apply | Subject
LAWS90156,Comparative Family Law,Quotas apply | Subject
EDUC91294,Foundations: DigiTech Teaching (SI),Subject
MAST20005,Statistics,Requisites apply | Subject
MAST10008,Accelerated Mathematics 1,Requisites apply | Subject
ENGR10004,Engineering Technology and Society,Requisites apply | Subject
FLTV90044,Producing in Industry: Research Part 2,Requisites apply | Subject
LING30001,Exploring Linguistic Diversity,Requisites apply | Subject
MKTG90023,Advanced Consumer Behaviour,Requisites apply | Subject
FINA20027,Studio Studies 3,Requisites apply | Subject
DENT90133,Dental Practice 1 PT1,Requisites apply | Subject
INFO30006,Information Security and Privacy,Requisites apply | Subject
ECOM40005,Modelling the Australian Macroeconomy,Requisites apply | Subject
POPH90258,Economics of Ageing,Subject
ITAL30006,Italian Fictions,Subject
VETS90141,Veterinary Professional Practice 3,Requisites apply | Subject
ACCT90013,Financial Accounting Theory & Practice,Requisites apply | Subject
MAST30011,Graph Theory,Requisites apply | Subject
FNCE90083,Data Analysis for Finance,Requisites apply | Subject
DNCE30026,Dance Lab 5: Dance and Music,Requisites apply | Subject
DPSS10009,Production Studio 1,Subject
BMEN90018,Biomedical Engineering Capstone Project,Requisites apply | Subject
MEDI90098,Research Capstone - Part 1,Requisites apply | Subject
AMGT90032,Global Perspectives on Arts Management,Subject
CCDP20001,Street Art,Subject
CWRI90015,Creative Writing Thesis Part 1,Requisites apply | Subject
ABPL90282,Principles of Heritage and Conservation,Subject
EDUC91033,Teaching Number (7-10),Requisites apply | Subject
HIST20086,China in Global History since 1945,Subject
BUSA90090,Financial Institutions,Quotas apply | Requisites apply | Subject
MGMT90164,Industry Project,Requisites apply | Subject
SPAN40007,Spanish & Latin American Thesis Part 1,Requisites apply | Subject
IBUS90004,Cross Cultural Management and Teamwork,Quotas apply | Subject
ACTL90001,Mathematics of Finance I,Requisites apply | Subject
MKTG30009,Digital Marketing,Requisites apply | Subject
ABPL20055,Global Foundations of Design,Requisites apply | Subject
MAST30030,Applied Mathematical Modelling,Requisites apply | Subject
MKTG30006,Retailing,Requisites apply | Subject
AUDI90063,Audiology Research Project,Requisites apply | Subject
LING20011,Grammar of English,Subject
LAWS70313,Post-Conflict State-Building,Quotas apply | Requisites apply | Subject
INDO30019,Translation: Intercultural Indonesian,Requisites apply | Subject
